,text,sentiment,labels
2448,flight 404 delayed 2 hours in la due to mechanical problems. handle like pros but you could have tossed us a free drink.,negative,0
2449,why cancelled flight flights today? no precipitation to be scared of!  ❄️❄️❄️,negative,0
2450,you guys charged me $100 to reschedule a flight that was then cancelled flighted and are now refusing to refund it. what's the deal?,negative,0
2451,can’t access your website from safari on iphone 6. seems to work on mac and ipad. need iphone to add passbook.,negative,0
2452,"your mobile site is broken, shows 
\""{{header.elevateuser.numofpointsavailable || '0' | number}} points\"", won't let me checkin",negative,0
2453,i was really looking forward to my flight. can you let me know when it will be rescheduled?,negative,0
2454,"why cancelled flight flight vx413? one sec its delayed, on my to airport, the next its cancelled flightled?gonna email or call me to reschedule?",negative,0
2455,i did it but there was a problem in the link from the email for check-in. thanks,negative,0
2456,had to change to another airline to get to dc today ... why is  able to land in dc but not you? cost me $800 ...ugh,negative,0
2457,i was so looking forward to my first flight with you today but it was cancelled flightled along with the subsequent one ...,negative,0
2458,how are you gonna have a deal from dallas to dc but no deal from dc to dallas?,negative,0
2459,hold times at call center are a bit much,negative,0
2460,site down?,negative,0
2461,"trying to reset my password, email never arrives. help?",negative,0
2462,what is the reason  for the delay of the departure of vx 413 from jfk this afternoon?,negative,0
2463,"is todays flight from palm springs, ca to jfk in ny cancelled flightled?",negative,0
2464,"the css on your site is a 404 right now, please fix. site unusable.",negative,0
2465,"we're on flight 910 vegas to boston today, checked in online but our bag count didn't register. can i fix that somehow?",negative,0
2466,"hi, i'm trying to do check-in but the website is not working. i tried 3 different browsers and the problem continues",negative,0
2467,"- the passenger in 7d, flt 338 that assaulted me shouldn't have flown. i trust he's banned. crew filed report to",negative,0
2468,current bug on website shows ‘select departure city’ when selecting destination city,negative,0
2469,luggage was severely dented/missing wheel coming off baggage claim in san. luggage agent miranda (i think) wasn't any help.,negative,0
2470,requested window seat and confirmed window but got stuck in middle seat. not a good way to treat silver member😒,negative,0
2471,i paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience!,negative,0
2472,there is something wrong with you website in safari iphone,negative,0
2473,already checked in so the page expired :x,negative,0
2474,boo for a not refunding a seat upgrade fee i did not want to buy in the first place!,negative,0
2475,"moved my seat with no notice. \""better seat\"" is cabin select not behind the row i selected👎",negative,0
2476,already contacted central baggage & sent dm.  is charging me for the dress that was in the lost suitcase,negative,0
2477,is there anything going on with the website? i've been getting a lot of errors past 30 minutes.,negative,0
2478,i have just checked in flight to sfo from lax & been told as atlantic flying club gold i get no benefits?!,negative,0
2479,husband and i ordered three drinks via my screen and they never came. awesome!,negative,0
2480,soooo are you guys going to leave the seatbelt light on all flight? you can barely call this turbulence :-),negative,0
2481,"funny story, your website is broken, you have missing javascript and stylesheets on the checkin process. i dislike this!",negative,0
2482,i'm trying to check into my 10:50am ct flight tmm on the desktop website and it's not working (some sort of caching bug) sos,negative,0
2483,do you guys know your check-in links from emails are broken?,negative,0
2484,"lost my luggage 4 days ago on flight vx 112 from lax to iad & i'm calling every day, no response.please give me back my stuff",negative,0
2485,the flight booking problems section of your website seems to be broken on chrome. might wanna look into that.,negative,0
2486,looks like a broken link for your assets,negative,0
2487,the manage itinerary section of your website seems to be broken for me,negative,0
2488,"can't check in, your site looks like this every time it loads",negative,0
2489,other carriers are less than half price for a round trip fare. i am stunned.,negative,0
2490,wtf is happening in pdx late flight march such that one way from sfo is ~$550?,negative,0
2491,"my luggage is gone. i've filed my paperwork, promised a call/email. still no resolution or response from central luggage.",negative,0
2492,i requested a mileage challenge for status several weeks ago online but haven't heard back. how do i get help with this?,negative,0
2493,"just trying to book tickets to nyc and facing super fun broken styling. don't worry, i'll keep trying :)",negative,0
2494,applied for status match on feb 1. got confirmation email same day. still no news though. you guys have dropped ball late flightly 😥,negative,0
2495,trying to check-in...but looks like your site is down?,negative,0
2496,"spending my birthday night with you, dal-dca. get me home!",negative,0
2497,sent a couple messages to the email you provided but to no avail. will try again next year. cheers.,negative,0
2498,"seriously, though. will there not be direct flights from sfo-fll in may???",negative,0
2499,it's fine. already done with my purchase. but you should try it. just go most of the way through then go back 3,negative,0
2500,"not really the experience i was hoping 4, i ws forced 2 check in a small carry on, w/ nothing but empty cabin space on board",negative,0
2501,wjere is our luggage  slow at lax,negative,0
2502,"i spoke with a representative that offered no solution, i am a loyal customer who flies on  as well",negative,0
2503,i am deeply disappointed that your birthday promo was not applied to a trip i booked mere days before i received the email,negative,0
2504,"what happened to direct flights from sfo-fll? looking in may, only see connecting",negative,0
2505,i have 2d and 3d embossed badges and patches superior to the ones you are currently using.,negative,0
2506,on vx399 from jfk to la - dirty plane - not up to your standards.,negative,0
2507,on flight vx399 headed to la from jfk - dirtiest va plane i have ever been on. sad for a great airline.,negative,0
2508,your avis rental continue button doesn't work on your website to book car. tried 4 times on phone.  this sucks!,negative,0
2509,delayed to10.30!!,negative,0
2510,currently in minute 10 of being on hold with cust. service. do i need to do anything to add a lap child to my reservation?,negative,0
2511,comenity bank is a joke!  please change.  nothing but constant problems with this bank,negative,0
2512,i submitted a status match request a while back and still haven’t heard! i’m flying on monday. can you look / accelerate?,negative,0
2513,i'm pulling my hair out trying to book a flight with u. your site doesn't work on iphone or ipad.don't have a computer,negative,0
2514,can i get some help with a support ticket? it's been 15 days.... incident: 150202-000419 thank you!,negative,0
2515,i cannot even open my laptop in seat 4c and i paid a premium for this?!!   let me out of here!,negative,0
2516,i am in seat 4c and i cannot even open my laptop; and i paid extra for this seat!!,negative,0
2517,fyi the info email address you say to contact in password reset emails doesn't exist. emails bounce.,negative,0
2518,status match - 2 weeks have gone by and no news.flt next week - hope flt will count towards requirement.  cust svc no help!!!,negative,0
2519,your website sucks donkey dicks. just thought you should know. all best.,negative,0
2520,all crap channels which is why i pay to watch uk tv,negative,0
2521,how come you don't have an iphone app? still using and making me waste paper.,negative,0
2522,your back of seat entertainment system does not accept credit cards that  have an apostrophe in the surname.,negative,0
2523,when will vx use all 6 lga slots instead of 4 today? adding aus makes this less likely :(,negative,0
2524,sad to learn you no longer fly sfo &gt; phl. hope it returns!,negative,0
2525,kinda sucked my earphone jack didn't work on my flight. they may want to look into that for future passengers,negative,0
2526,very poor experience. first computer problem now seat malfunction. stuck. missing meeting in san diego.,negative,0
2527,"i tried that. you offered to charge me an additional $1k for a new ticket or be stranded until thurs. 1st time, last time.",negative,0
2528,"never had a bad experience before, but this one took the cake. now extortion for carry on items as well?",negative,0
2529,had to spend 5 hours worrying that items in carryon would be broken/stolen since i couldn't carry them on plane or lock bag.,negative,0
2530,"all of group e was told there was no more room in the bins. when i got on the plane, was room for at least 4 bags in my row!",negative,0
2531,thanks for making my flight from lax to jfk a nightmare by forcing me to check my carry on bag at the gate. (1),negative,0
2532,i have lots of flights to book and your site it not working!!!! i've been on the phone waiting for over 10 minutes..........,negative,0
2533,why is it taking 12 years to fly home to dallas? get your shit together.,negative,0
2534,man of steel flies to more cities though...and with more frequency too.,negative,0
2535,started my flight with a scolding for using an overhead bin that was then offered to the person seated next to me.,negative,0
2536,"while other airlines weren't cancelled flighting flights into bos, and helping their customers get home, virgin was saying good luck!",negative,0
2537,grouping virgin in with the others now. bos weather has exposed their actual cus serv model. never flight booking problems with virgin again!,negative,0
2538,"as one of the travelers affected by the boston storm, i'm shocked at virgin's complete apathy toward their customers.",negative,0
2539,umm so no reason as to why this is? is there someone different i should contact (or contact me) to get a definitive answer?,negative,0
2540,trying to make the change in advance (not just 24 hours prior)…tried it online earlier and it wanted $300 in change fees.,negative,0
2541,"mood lighting on point🙌 reclining my seat, kickin up my feet💤",negative,0
2542,my flight (6000) scheduled for 1pm departure still says on time but no plane at gate. any update on how long of a delay?,negative,0
2543,my group got their cancelled flightlation fees waived but i can't because my ticket is booked for 2/18? your reps were no help either 😡,negative,0
2544,still no refund or word via dm. please resolve this issue as your cancelled flightled flight was useless to my assistant's trip.,negative,0
2545,delayed due to lack of crew and now delayed again because there's a long line for deicing... still need to improve service,negative,0
2546,your eri-ord express connections are hugely popular .. now if only we could have an eri-ewr hop! :),negative,0
2547,you think you boarded flight au1066 too early? i think so.,negative,0
2548,"gate agent hooked me up with alternate flights. if you have a way to prevent the constant issues, that would rock.",negative,0
2549,is the worst. nonrefundable first class tickets? oh because when you select global/fc their system auto selects economy w/upgrade.,negative,0
2550,so i can buy tix 3 days before flight but can't transfer the tix.  flawed security logic. flawed customer service,negative,0
2551,"i did start a claim but 8-10 weeks is unrealistic, am i really supposed to go that long with out a car seat for my child.ridiculous!",negative,0
2552,"if the car seat is lost  should just reimburse me for a new one, this is not a pair of shoes, it's a necessity for my child",negative,0
2553,that totally sucks my cousin worked at phl said,negative,0
2554,beginning of feb i called united they said they would send another voucher by mail. never got anything.,negative,0
2555,"the internet is a great thing.  i am emailing executives in your company, maybe they will respond to me in a timely manner.",negative,0
2556,"thats weak. see ya 👋
hey  !!",negative,0
2557,i flew back w other company since united didnt have an earlier flight,negative,0
2558,i am trying to book awards for september and need flights on  but they will not show even w/ many award seats availab,negative,0
2559,i sure did.   i had to drive a total of 3 hours to get my own bag.  i'd like to explain that debacle but no one wants to talk to me.,negative,0
2560,"see? we were told repeatedly that the pilot was late flight and kept getting late flightr.  after we boarded, there was a defibrillator issue.",negative,0
2561,why no preferred security line anymore. my tsa pre-check didn't pull on my  partner flight!,negative,0
2562,airport need to indicate different gate for terminals a&c.,negative,0
2563,"yes please! i am newly married and trying to update my last name on a preexisting international flight! it seems so easy, but...",negative,0
2564,how does united refuse to reissue a $400 lost voucher when their plane didn't take off due to mechanics?,negative,0
2565,"also during the run i was instructed to do, i shattered my computer.",negative,0
2566,"yes, we've been with the agents for the last 50 minutes. one of the agents have been very rude, but thankfully ladan has been nice.",negative,0
2567,"iah to charlotte. baggage claim rep latrice h.  non existent, ignored customer then inappropriately touched customer",negative,0
2568,- i would have loved to respond to your website until i saw the really long form. in business the new seats are bad,negative,0
2569,a refund and flight vouchers or another flight on a different airline at your expense for today. 8 hour drive is very inconvenient,negative,0
2570,then why have i not received my call back its been 3 days...it's an infant car seat how am i supposed to go anywhere with my child,negative,0
2571,well sitting on the ground 'on time' but waiting for a gate....again,negative,0
2572,"no, i need you guys to not over book planes. it's not a concern, i'll just travel with someone else moving forward.",negative,0
2573,a measly $50 e-certificate is not how you appreciate loyal customers after they wait 3hrs on the tarmac during ua1116.,negative,0
2574,when will email address/username sign-on be available? it's been a while.,negative,0
2575,rude rude,negative,0
2576,- why can't i get a boarding pass for my austrian airlines codeshare flight. rebook incls a 6 hour layover & i am stuck outside sec,negative,0
2577,..i received on other flights.   truly breaks guitars.,negative,0
2578,just flew to  paid $100 from a third suitcase which didn't even make it on the plane! besides for the impolite service...,negative,0
2579,my bag is still in colo springs. i am disabled and have to search an unfamiliar airport and look for my bag. not a good outcome,negative,0
2580,shame that there's no flex to tickets transfer rules.  even calling from neurosurgery icu isn't enough!,negative,0
2581,no. denver said they don't handle baggage that made it to colo. springs.  they gave me an 800 number to call. no help there either.,negative,0
2582,you guys need some serious training in customer service. too many better options to put up with the way you guys handle ur mistakes,negative,0
2583,"once he found out we had a problem he avoided me like the plague. was told \""we can't find a supervisor.\""",negative,0
2584,zcc82u cancelled flight flight 16h in advance??? need connect flight reschedule so the link isn't helping. help!? gf waited months to see me.,negative,0
2585,i will not be flying you again,negative,0
2586,"in addition, my first flight was delayed an hour and i'm arriving at my destination 8 hrs late flight.",negative,0
2587,our travel booked thru united group dept. okc ticket agent less than willing to help with our connection in lax.,negative,0
2588,"v upset with your disability  \""services\"". when i told one of your employees i was carrying medical equipment she was very rude.",negative,0
2589,thnx for quick reply but don't think you can assist. our intl grp will be put to considerable inconvenience today.,negative,0
2590,wont transfer flight ticket to accompany an 11 yr old who's active military mom had to have emergency brain surgery? wow!!,negative,0
2591,7 weeks late flightr and i still have not received my miles from the mileageplus gift card $150 starbucks card i handed over!!!,negative,0
2592,"as a 1k, i'm always hoping for improvement.",negative,0
2593,not yet. i complained about the guy who checked my luggage in as he was throwing the bags around. unfortunate coincidence i hope?,negative,0
2594,okc ticket agent roger mclarren(sp?) less than helpful with our intl group travel problems can't find a supervisor for help.,negative,0
2595,mobile apps need construction from the ground up for each os category.  it's expensive to get right .,negative,0
2596,another fail for the united ticket agents in okc. less than helpful and could care less about our problems. american here we come.,negative,0
2597,"i just sent an email to customer care, telling them i may have to break up with you 😢. i sincerely hope they can help me!!",negative,0
2598,silly i'm flying delta today. your united club staff and attendants are surly and unhelpful and always seem bothered by pesky folk,negative,0
2599,what is your phone number. i can't find who to call about a flight reservation.,negative,0
2600,"well, you can't fix me missing my buddies 30th bday because of negligence but you can attempt to make up for it.",negative,0
2601,"why am i to believe they will help when customer service couldn't? like i said, i want a number to someone who can fix what you did.",negative,0
2602,they helped me at the baggage service desk.  said bc tsa screening was down in fll not all bags made it but bag will be in ewr @ 12,negative,0
2603,mobile boarding pass disappeared from phone while standing in line to board. second time this week... hmm.,negative,0
2604,had to explain to a very over eager flight attendant trying to ask about my vision that my  was not a guide dog!,negative,0
2605,what's the point of asking for details about a  when you book if your flight crew doesn't read them? (continued),negative,0
2606,i tried but no one was available in bogota and everyone was rude in houston. i was stuck for 35 hours because of you guys,negative,0
2607,ua 236 las to iad 2/24 mechanical problems again - took off - had to land for fix - delayed again,negative,0
2608,what's going on with ua 236?  outbound flight last thurs was delayed 4hrs how long will this delay be?,negative,0
2609,ua1429 iad to las 2/19 mechanical problems - switched aircraft delayed 3.5 hours!,negative,0
2610,crashed trying to check in.,negative,0
2611,on 768 to logan - boarding gong show due to lax carry on enforcement. bins full of coats = no room for bags. u need a better system!,negative,0
2612,blackmailed me into paying £130 extra or having my return ticket nullified in san francisco airport. terrible service from rep,negative,0
2613,disappointed that u didnt honor my $100 credit given to me for ur mistakes. taking my business elsewhere  ✌️out.,negative,0
2614,ua1673 still waiting! supposed to depart 9:08,negative,0
2615,it was credit from my last trip that never came in the mail!,negative,0
2616,ok it's now been 7 months waiting to hear from airline. i gave them quite a bit more than the 30 days requested! terrible service,negative,0
2617,does this process ever end? still waiting for the reply since 2 months,negative,0
2618,what's going on with your website? i'm flight booking problems three tickets today and i've been booted off the system umpteen times.,negative,0
2619,how do i get my account number if your website says email is unavailable?,negative,0
2620,"i received 1 bag last night, i am still missing the other one.",negative,0
2621,"you'll need to upgrade the seats too, even in economy plus it's like sitting on a concrete bench.",negative,0
2622,2nd flight also delayed no pilots! but they boarded is so we can just sit here!,negative,0
2623,but it's hard to stay upset at someone when they at least try to show remorse.,negative,0
2624,"by the way, a simple apology goes a long way, even if it's a hollow one. it's obvious that you don't care about me or my well-being,",negative,0
2625,this isn't a one time thing either! it's a shocking pattern of repeated neglect and disrespect.,negative,0
2626,fingers crossed & its all intact. very disappointed with this experience as before this we were actually saying we enjoyed using you,negative,0
2627,"it's an incredibly easy fix, but you would rather stay in your comfort zone, while i get forced out of mine.",negative,0
2628,ours in july. you have zero excuses for this. you have an out-of-date system that causes problems like this.,negative,0
2629,everyone around us is sitting with their friends and family members. they booked their tickets in october and december. we bought,negative,0
2630,not sure what you are talking about. she is going on nonstop flights. sna to sfo and then sfo to ewr.,negative,0
2631,". it will be because i'm moving to  because of  talk, no service",negative,0
2632,"i asked a legitimate question about systemwide vs. localized problems, and got back an unrelate flightd copy/paste. you can do better.",negative,0
2633,what time? who can i call. i need my skis. i will go to the airport and get them. no more faith in united.,negative,0
2634,i see you guys are at it again. amazing how one company continually makes mistakes yet fails to be held accountable for their error,negative,0
2635,yeah sorry but there's always a problem with united. and you have an international reputation for having problems.,negative,0
2636,"but then again, maybe the  would care more to hear what went on than whoever listens to issues you caused",negative,0
2637,i wonder if sharing all this on fb and insta would produce a number. 140 characters really limits my story telling.,negative,0
2638,so you're telling me there is no number to call after being left in an airport because of a negligent pilot and staff?,negative,0
2639,could this email be resent as it doesnt appear to have arrived.,negative,0
2640,you have to follow me in order for me to dm...come on now,negative,0
2641,"$25 united coupon to make up for broken entertainment system on a 9-hour flight, seriously?",negative,0
2642,so they didn't drop my bag overnight & now i'm leaving for a week. this is why you were supposed to hold on to the bag....,negative,0
2643,i did dm the details but still no response. i have to book today.,negative,0
2644,not able to dm you my confirmation number,negative,0
2645,"i've sent the message, let me know if you got it. i'm not very twitter-literate. also, is he really going to be stuck for 18hrs?",negative,0
2646,very unhappy at no response to complaint emailed on 2nd feb ref.8441639. awful customer service!,negative,0
2647,we were not given the option of using our united travelbank in a recent flight booking problems! any help in using or recouping these funds? thanks!,negative,0
2648,common!! keep your paper work ready and don't delay our flights( meetings,negative,0
2649,"yep that's correct, i got an email at 12:30 am that the flight was cancelled flightled, doesn't matter now flight into atl is delayed, thx",negative,0
2650,1k and had problem getting out of fll to iah  sent dm to you about making my connection  please let me know,negative,0
2651,"i'm grounded in montreal with ua3659. i am missing my connection ua3417 to st. louis. can you help,do you have a private jet for me?",negative,0
2652,i'm so frustrated and nervous because of this.,negative,0
2653,are the ones who make it difficult for me.,negative,0
2654,i'm not a child. i'm someone who has an issue with flying and prepares ahead of time to reduce the distress caused by planes. you,negative,0
2655,how does it get cancelled flightled 10 hours before take off?,negative,0
2656,"this always happens with you guys, and it makes traveling incredibly stressful and uncomfortable. is that good business to you?",negative,0
2657,so what does someone with severe anxiety do when the one person who can help him isn't next to him?,negative,0
2658,i'm seeking to go 2 client. b/c u cant get me there i need refund. i filled out form not confident it works if past is an indication,negative,0
2659,luckily i made my flights this time but was so disappointed with the lack of communication :(,negative,0
2660,checking to see why flight 3466 (atl-ord) got cancelled flighted?,negative,0
2661,service so far has been horrid. we wanted to end the trip on a high note. guess that's not an option.,negative,0
2662,booked a flight home over 7 months ago and requested seats together for my fiancée and i. we got 2 middle seats. unacceptable. the,negative,0
2663,you guys are horrible.,negative,0
2664,why do i have to pay $ 17 for wifi with an international business ticket?,negative,0
2665,"ok. to top things off, you've lost my luggage. could you get any worse???",negative,0
2666,and my luggage has been broken!!  up,negative,0
2667,maybe one day you'll be the one quoted on,negative,0
2668,flight delayed-no one remembered to turn the heat on flight 559 leaving ord-seriously???,negative,0
2669,to speak to a real person to get this resolved politely and efficiently. (2/2),negative,0
2670,"i hadn't filed a refund claim as i was told there was no charge by your dm. this is disputed by my bank, hence why i would like(1/2)",negative,0
2671,did  bags make it on the flight out of iad? second day without clothes is pretty inconvenient. we're pretty curious,negative,0
2672,hence why i've been asking for the customer service phone number so i can speak to a real person to get this sorted out,negative,0
2673,did our bags leave washington yet? that would be convenient seeing as we left there a day ago.,negative,0
2674,"according to your dms, i'm not owed a refund. please may i be provided with a contact number before i go to my bank to file claim",negative,0
2675,about 3 hours ago. i need to work out if my bag can make it to my hotel here in time or if it will need to go elsewhere.,negative,0
2676,pls properly train your agents. requested to speak to 1k customer service & was transferred to a dead end. not even open at this hr,negative,0
2677,thanks for remembering to load my bag onto my connecting flight. oh wait you forgot. iceland should be fun with no clothes....,negative,0
2678,"customer service is atrocious! you have disrupted my travel plans, you have lost my luggage and it is impossible to talk to a human",negative,0
2679,terminal at mia should have food open before 5am esp when there are flights at 6am. two hours early like recommended. can't eat.,negative,0
2680,it was ua flight 1001! now i'm currently stuck in portland because i missed my ride because of the 3 hour delay.,negative,0
2681,"has not responded to my various requests for contact numbers, does anyone know the uk customer service number for",negative,0
2682,how we looking on getting those bags to lusaka,negative,0
2683,could you update me on the suitcase please? the online and phone tracking told me nothing. i was told i'd have it back yesterday!,negative,0
2684,just 1 last thing. u guys shouldn't be charging $ for drinks on a transatlantic flight,negative,0
2685,lhr arrival lounge  waited 20 mins for shower then left to find hotel. u know how many passengers u carry. planning???,negative,0
2686,completed form but doubt it's any use. ua doesn't care. 6 day vacation will now be 5. sure ua won't feel responsibility for that...,negative,0
2687,"nope, they told us it was time for them to go home and to sleep at the airport. even though they assured us we would get a room...",negative,0
2688,"..back for the expensive holiday, he worked all year to pay for, that you ruined! we want compensation & his original case back!",negative,0
2689,thanks united i understand that. but he would actually like his own bag back! what have you done with it?! he also wants the money..,negative,0
2690,"frankly worse customer service ever. problems will happen, how you deal defines a company. never again united.",negative,0
2691,"it's still a valid flight. just seems strange to delay for late flight inbound crew,  7 hours from now, when the plane is already here.",negative,0
2692,thanks for the lack of help and the canned response from the 1k desk!,negative,0
2693,it's too bad ua has had another unforeseeable operational issue on my return flight.,negative,0
2694,if i pay you $25 and $35 for my luggage to be delivered when i arrive. why should i have to wait 3 additional days for its delivery?,negative,0
2695,so 8 hotels for 32 people but feel like we are being held hostage because someone has our boarding passes so we can't leave!,negative,0
2696,outbound 2 bags 70 lbs bags returning home 1 bag 50 lbs. what is your logic? and why? am i writing to a machine? human help required,negative,0
2697,we don't like to hear you had a poor experience. please share details w/our customer care team,negative,0
2698,no cancelled flightn just left us to fend for ourselves when flt came in late flight. getting runaround for 3 hrs. each employee blaming  previous 1.,negative,0
2699,okay ase24766m. find our luggage.,negative,0
2700,the agent that met us at the gate said any issues w/delays on ua1116 would have to be taken up online...,negative,0
2701,but they are not... lady one phone says its in tel aviv. tel aviv united says its in newark. no one knows and i have nothing...,negative,0
2702,"yes, but still now answers. many have not had their luggage for 3 days! unacceptable!!",negative,0
2703,what is that going to do for you? nothing just like you always do,negative,0
2704,plus what about food? and taxis?,negative,0
2705,you are offering us 8 rooms for 32 people,negative,0
2706,32 people getting pretty tired about no action on solving the problem plus missing a day of vacation and skiing,negative,0
2707,the bright side would be keeping the promise that was made to me. hope you're having a good night. thanks.,negative,0
2708,i take back the comment about your team here working hard to help us a so far no solution for a hotel or food or anything,negative,0
2709,on 4124 arriving two hours late flight into clt. now sitting on the tarmac while they move a plane from the gate. unhappy customer.,negative,0
2710,airlines is the absolute worst. they have no idea what they are doing.,negative,0
2711,"thanks; might want to fix this line: \""our customer care team is currently responding to most inquiries within 7-10 business days.\""",negative,0
2712,"it's frustrating, as a frequent flyer, loyal since continental. upgrade equals paying 3 times or more on top of purchase ticket.",negative,0
2713,"at its worse. can't figure how to pack plane, screws up connectns then claims no hotl rooms in san fran for stranded pax. way to go!",negative,0
2714,4 passengers after a 2 hour delayed flight left with no hotel at the end of the night @ hou airport. wtf??!!,negative,0
2715,"hey  why does the flight from iah to pos leave so late flight, and the one back to iah so early? i rather get to pos earlier",negative,0
2716,lost bag process is broken. agent promised they'd call & hold my bag when found. now they're waking me at 3am w/ delivery.,negative,0
2717,the people at the counter have been very helpful. as you can see nobody is there. flight to austin 10:55 and still sitting here.,negative,0
2718,“  we regret to hear this. please let us know if you need assistance. ^kn” i was finally able to secure my seat. thx,negative,0
2719,"good to know you will open the closed doors for \""premier passengers\"" after safety briefings on delayed flights.",negative,0
2720,yea get me to phoenix already. delays all day with you people. it's bullshit.,negative,0
2721,"if it's any consolation, your staff was stellar. just not the hour+ delays i encountered with every one of my 4 flights.",negative,0
2722,that's unfortunate. the  was an xmas gift and it looks like a razor ripped right through the front pocket in the picture,negative,0
2723,lost bags. cancelled flightled flights. delhi call centers. poor united staff spread thin and stressed. you name it.,negative,0
2724,yes. doesn't make that mistake any less absurd. doesn't change the fact that i'm very inconveniently missing my luggage tonight.,negative,0
2725,i'm constantly having challenges with upgrades & charges. in order to prevent dvt i have to pay an addtl $180,negative,0
2726,"in ord, waited 20 min after crew members left before gate items came. flight attendant sarcastically said good luck and walked away.",negative,0
2727,seriously  on making strangers share a room,negative,0
2728,we needed them here asap. will they make it on today's flight?,negative,0
2729,agent split up my reservation? now can't cancelled flight and refund credit for 2wks? why,negative,0
2730,why would they make me share a room?,negative,0
2731,"tried calling too, but w/25 min phn wait means we'd miss options anyway",negative,0
2732,can you ask your guys with flight 1146 to bwi to wait for us to get off a delayed flight from san diego? pretty please?,negative,0
2733,we're still waiting to find out your rep is working hard - most upset about having to wait to tomorrow pm to get to mammoth,negative,0
2734,"for an early flt, i think a call is appropriate. yes, reviewed and nada avail until next day. expect full refund",negative,0
2735,"again i ask, who can i call to get this fixed? tweeting me bs questions to stall only makes things worse. phone number please.",negative,0
2736,yo yo yo stuck on the tarmac for over 2 hours at  ... going to miss my ride at  help please!,negative,0
2737,it's highly unprofessional for you to overbook a flight by 12 seats &feel that i should rearrange my schedule for your mismanagement,negative,0
2738,"well, considering every agent before claimed they were unable to help with everything else, why waste more time to hear 'call corp'",negative,0
2739,"ice, which i totally understand. but when a large number of us are facing 15+ hours of time and overnight cancelled flightations it seems like",negative,0
2740,flt 1249 cancelled flightled and i get email  am? what happened to courtesy phn call? had to book diff airline & city,negative,0
2741,"tag numbers 0016 964012, 0016 964077, 0016 964078 - let's find these bags.",negative,0
2742,"better train your support staff with appropriate decorum, consider revisiting your terrible \""provide a death certificate' policy",negative,0
2743,well the bar is set low! you guys are really good at the apology game! what will change? when will u guys learn?,negative,0
2744,i have no way of making phones calls... need to handle via twitter/email/web. thank you!,negative,0
2745,your website deserves a new design.  ftw!,negative,0
2746,thanks for effing up our holidays - we're missing a full day of skiing due to your baggage team's incompetence at,negative,0
2747,agent helps the person in front of me.  finishes up with them and then walks away.  the guy behind me is as shocked as i am.,negative,0
2748,connection at ord was on the exact same plane again. checked carry-on was apparently taken off & left in chicago. pretty ridiculous.,negative,0
2749,not encouraged that i'll have my cpap tonight.,negative,0
2750,yes. did file a claim as soon as the carousel stopped without my bag on it. got an email that its found but not sched for delivery,negative,0
2751,delay den-cle because they have to manually enter baggage tags? really? worst cust service day for this 1ker.,negative,0
2752,"why tell us flight is delayed, then tell us it's on time again with 20 min to spare? don't say it's delayed unless you're sure!",negative,0
2753,"yes in lusaka, zambia. my guess is the bags never made the plane at iad.",negative,0
2754,"late flight to denver, late flight to newark...let's not even get into the disaster that was checking bags. unacceptable.",negative,0
2755,has once again let me down. don't think i've ever flown with them and not had problems. worst airline period.,negative,0
2756,yes i filed a claim & hope to receive by luggage by 2am. ridiculous as i had to purchase items to go to sleep & no reimbursement.,negative,0
2757,ua938 ord-lhr.  bags are being loaded 30min late flight. frigid air into cabin! plane feels like falling apart! upgrade long haul fleet!,negative,0
2758,"flight attendant never served me my beverage (tea), and not once checked up on me. what gives?",negative,0
2759,load balancing system apparently down  - major impact on all  airlines flights. was this a,negative,0
2760,after our unscheduled refueling stop and missing 2 connecting flights we r home n looking 4ward to our bed and a big pb&j sandwich.,negative,0
2761,spent hundreds to rectify the situation and you guys go quiet,negative,0
2762,ua276 sitting at ewr nearly an hour after sked.  pilot says computers down but no clue when we will leave.  can you help?,negative,0
2763,so that's it? it just ends there? come on! i traveled for literally an extra day and a half because of this!,negative,0
2764,i received my luggage that also looked to be left in the snow when i arrived. i'm asking for all 50 people to be refunded.,negative,0
2765,updated a320 aircraft has wifi and device entertainment but no outlets. i don't get it. how can i charge devices?,negative,0
2766,was no one between the scan and inside the plane. i just asked the people in line around me where the plane was going,negative,0
2767,"5 gate changes, two delays.  even the crew thinks the airline sucks",negative,0
2768,i'm very frustrated and have wasted 2 days now due to your equipment failures.,negative,0
2769,computers are down but you stopped giving updates and took my flight info off the app. that's just ridiculous keep people updated!,negative,0
2770,"soooo, it's been 15 days and you've offered no response. so i assume poor treatment by gate agents is the norm now?",negative,0
2771,calls to 800# resulted in 2hrs of hold time & 2day wait to check suspect code share fare. nothing investigated—my time wasted (2/2),negative,0
2772,it's taken ~3 weeks for cust care to respond to case  requesting a refund for wi-fi not working. where can i get an update?,negative,0
2773,that's correct—i've spent hours trying to book online only to receive an error when clicking final purchase button. (1/2),negative,0
2774,today was not your finest. all could have been prevented by one gate agent advising 200 passengers.,negative,0
2775,what is the real deal with the delay on flight ua 1032 from denver to vegas?,negative,0
2776,ua63 from madrid arrived no agent mass confusion we sent to and fro by 3 ua employees. maryjo was rude and unhelpful.,negative,0
2777,system failure again = bad trend.  software projects are like flying an airplane; there's no such thing as an emergency takeoff.,negative,0
